WKT,fid,COUNTRY,NAME,ADDR1,ADDR2,ADDR3,ADDR4,ADDR5,CAT_MOD,STATE
POINT (-74.066613 39.9654624),497203,US,Ocean Front Beach,1700–1704 Ocean Ave Frnt,"Lavallette, NJ  08735",United States,,,travel_and_leisure.beach,NJ
POINT (-81.7866629 24.54705),497678,US,Clarence S. Higgs Memorial Beach Park,1000 Atlantic Blvd,"Key West, FL  33040",United States,,,travel_and_leisure.beach,FL
POINT (-122.9783472 47.3765087),502979,US,Twanoh State Park Beach,12190 E State Rte 106,"Union, WA  98592",United States,,,travel_and_leisure.beach,WA
POINT (-78.6794257 33.8150602),503452,US,North Myrtle Beach,2507 S Ocean Blvd,"North Myrtle Beach, SC 29582",United States,,,travel_and_leisure.beach,SC
POINT (-88.4785979 46.7494259),506323,US,Public Shoreline Beach- Jacks Bluff,17519–17523 US-41,"L'Anse, MI  49946",United States,,,travel_and_leisure.beach,MI
POINT (-90.8817018 46.5971596),509225,US,6th Avenue Beach ,Tri-County Corridor Trail,"Ashland, WI  54806",United States,,,travel_and_leisure.beach,WI
POINT (-66.0823365 18.4611225),510543,US,Playita del Condado,925 Avenida Ashford,"San Juan, PR  00907",United States,,,travel_and_leisure.beach,PR
POINT (-80.7411674 24.8484906),519260,US,Anne's Beach,,,,,,travel_and_leisure.beach,FL
POINT (-124.1090289 44.3136579),519513,US,Yachats Ocean Road State Wayside,669–699 Ocean View Dr,OR  97498,United States,,,travel_and_leisure.beach,OR
POINT (-155.9071955 19.1726535),525964,US,Honomalino Beach,"Captain Cook, HI  96704",United States,,,,travel_and_leisure.beach,HI
POINT (-120.1600825 39.1035718),530952,US,Tahoe Pines HOA Pier and Beach,2–36 Grand Ave,"Homewood, CA 96145",United States,,,travel_and_leisure.beach,CA
POINT (-114.3575 36.4380556),532426,US,Old Swim Beach,"Overton, NV  89040",United States,,,,travel_and_leisure.beach,NV
POINT (-155.5837023 62.9295341),534329,US,Colton's Beach,Kuskokwim River,"McGrath, AK",United States,,,travel_and_leisure.beach,AK
POINT (-81.5568223 28.3701817),536544,US,Ship Wreck Beach,"Orlando, FL 32830",United States,,,,travel_and_leisure.beach,FL
POINT (-75.6209671 35.8466217),537856,US,Wanchese Seafood Industrial Park,615 Harbor Rd,"Wanchese, NC  27981",United States,,,travel_and_leisure.beach,NC
POINT (-122.5155401 47.6544095),540480,US,Manitou Beach,9800 Manitou Beach Dr NE,"Bainbridge Island, WA  98110",United States,,,travel_and_leisure.beach,WA
POINT (-111.3441444 41.8468717),555448,US,Bear Lake Rendezvous Beach,"Laketown, UT  84038",United States,,,,travel_and_leisure.beach,UT
POINT (-122.0292615 36.9532827),558762,US,Lighthouse Field State Beach,701 W Cliff Dr,"Santa Cruz, CA 95060",United States,,,travel_and_leisure.beach,CA
POINT (-82.5400528 43.4385678),559417,US,Lake Huron-port Sanilac Park,238 N Ridge St,"Port Sanilac, MI  48469",United States,,,travel_and_leisure.beach,MI
POINT (-70.9807982 41.5266833),560136,US,Demarest Lloyd State Park,Slocums River,"South Dartmouth, MA",United States,,,travel_and_leisure.beach,MA
POINT (-76.5575981 38.7458553),560239,US,Fairhaven,6603 Eleanore Ave,"Tracys Landing, MD  20779",United States,,,travel_and_leisure.beach,MD
POINT (-71.991184 41.2617659),561976,US,Isabella Beach,"Fishers Island, NY  06390",United States,,,,travel_and_leisure.beach,CT
POINT (-66.5243376 18.4837325),562042,US,Playa Punta Manati,"Manatí, PR  00674",United States,,,,travel_and_leisure.beach,PR
POINT (-80.5754685 28.1230053),562838,US,Paradise Beach & Park,2301 SR-A1A,"Indialantic, FL  32903",United States,,,travel_and_leisure.beach,FL
POINT (-75.5973821 37.6569051),562945,US,Snead Beach,"Accomac, VA  23301",United States,,,,travel_and_leisure.beach,VA
POINT (-81.744672 25.9676599),565982,US,Coconut Island,Big Marco Island,FL,United States,,,travel_and_leisure.beach,FL
POINT (-80.1019406 26.1433225),567439,US,Canine Beach,1269 N Fort Lauderdale Beach Blvd,"Fort Lauderdale, FL  33304",United States,,,travel_and_leisure.beach.dog_beach,FL
POINT (-82.8287601 27.9745479),568349,US,Wyndam,110 Coronado Dr,"Clearwater Beach, FL  33767",United States,,,travel_and_leisure.beach,FL
POINT (-155.858161 19.9588874),568857,US,Paniau,69-1968 Puako Beach Dr,"Kamuela, HI 96743",United States,,,travel_and_leisure.beach,HI
POINT (-66.2976086 17.9593145),569274,US,Polita's Beach Salinas,701 K 2.2 calle F-19,"Salinas, PR 00751",United States,,,travel_and_leisure.beach,PR
POINT (-88.2010966 42.2771348),571137,US,Dorothy Beach,209 Dorothy Ct,"Island Lake, IL  60042",United States,,,travel_and_leisure.beach,IL
POINT (-72.015225 43.111178),573380,US,Wediko,Hawk Hill Rd,"Windsor, NH  03244",United States,,,travel_and_leisure.beach,NH
POINT (-77.445939 41.1395539),573628,US,Lock Haven City Beach,499 N Vesper St,"Lock Haven, PA 17745",United States,,,travel_and_leisure.beach,PA
POINT (-157.8466945 21.5492651),575059,US,Kaaawa Beach,51-329 Kamehameha Hwy,"Kaaawa, HI  96730",United States,,,travel_and_leisure.beach,HI
POINT (-66.0872569 18.4653553),586516,US,La Poza del Escambrón Beach,"San Juan, PR  00901",United States,,,,travel_and_leisure.beach,PR
POINT (-86.2329975 43.0673022),588947,US,The Grand Haven Mini Golf Course,,,,,,travel_and_leisure.beach,MI
POINT (-118.1669712 33.7626213),589629,US,City Beach,2100 E Ocean Blvd,"Long Beach, CA  90803",United States,,,travel_and_leisure.beach,CA
POINT (-76.2568331 39.1374503),589923,US,Rock Hall Beach,5798 Beach Rd,"Rock Hall, MD  21661",United States,,,travel_and_leisure.beach,MD
POINT (-121.4684883 35.9240069),590644,US,Sand Dollar Beach,North Pacific Ocean,"Big Sur, CA 93920",United States,,,travel_and_leisure.beach,CA
POINT (-70.1339293 41.6528979),592910,US,Sea Street Beach,1 Sea St,"Dennis Port, MA  02639",United States,,,travel_and_leisure.beach,MA
POINT (-155.0570923 19.728372),595597,US,Bakers Beach,567 Ocean View Dr,"Hilo, HI  96720",United States,,,travel_and_leisure.beach,HI
POINT (-70.7442336 43.0079318),597530,US,Foss Beach,"Rye, NH  03870
United States",,,,,travel_and_leisure.beach,NH
POINT (-84.7153014 34.149922),604088,US,Red Top Mountain State Park Swimming Beach,125 Red Top Beach Rd,"Acworth, GA  30102",United States,,,travel_and_leisure.beach,GA
POINT (-70.1486052 41.7571263),604110,US,Sea Street Beach - East Dennis,,,,,,travel_and_leisure.beach,MA
POINT (-71.2651944 42.5357354),606573,US,Micozzi Beach,586 Middlesex Tpke,"Billerica, MA  01821",United States,,,travel_and_leisure.beach,MA
POINT (-74.100663 40.5589247),606631,US,Cedar Grove Beach,170 Cedar Grove Ave,"Staten Island, NY 10306",United States,,,travel_and_leisure.beach,NJ
POINT (-78.951284 42.959579),607009,US,Beaver Island Beach,2 Beaver Island Park Rd,"Grand Island, NY  14072",United States,,,travel_and_leisure.beach,NY
POINT (-71.25683 41.4875143),609353,US,Sachuest Beach,315 Sachuest Point Road,"Middletown, RI 02842",United States,,,travel_and_leisure.beach,RI
POINT (-154.8439128 19.4571469),609552,US,Pohoiki Beach,,,,,,travel_and_leisure.beach,HI
POINT (-85.1482474 46.7625931),615166,US,Vermilion Point Nature Preserve,"Paradise, MI  49768",United States,,,,travel_and_leisure.beach,MI
POINT (-70.664219 41.737903),618515,US,Shell Point Beach,81–91 South Blvd,"Buzzards Bay, MA  02571",United States,,,travel_and_leisure.beach,MA
POINT (-76.9001648 35.0240693),621187,US,Kennel Beach,15 Pecan Ln,"Grantsboro, NC  28529",United States,,,travel_and_leisure.beach,NC
POINT (-159.582778 22.220549),621734,US,Napali Coast,5-8396–5-8398 Kuhio Hwy,"Princeville, HI  96714",United States,,,travel_and_leisure.beach,HI
POINT (-87.066435 30.345075),639052,US,Midway Beach,CR-399,"Gulf Breeze, FL  32561",United States,,,travel_and_leisure.beach,FL
POINT (-84.4435416 46.2619571),639822,US,Dukes Lake Beach,4000 M-80,"Kinross, MI  49752",United States,,,travel_and_leisure.beach,MI
POINT (-70.9183447 42.5544569),641042,US,Sandy Beach,River St,"Danvers, MA 01923",United States,,,travel_and_leisure.beach,MA
POINT (-83.3991319 34.7388706),641510,US,Terrora Beach,Terrora Beach Dr,"Lakemont, GA  30552",United States,,,travel_and_leisure.beach,GA
POINT (-156.9285761 21.1726407),650188,US,Alapaʻi,,,,,,travel_and_leisure.beach,HI
POINT (-71.3247455 41.7254645),653322,US,RISD Beach,Benefit St,"Barrington, RI 02806",United States,,,travel_and_leisure.beach,RI
POINT (-65.2991405 18.3305147),654685,US,Playa Resaca,"Culebra, PR 00775",United States,,,,travel_and_leisure.beach,PR
POINT (-88.1136576 30.2445279),656471,US,Dauphin Beach,Dauphin Island,36528 AL,United States,,,travel_and_leisure.beach,AL
POINT (-85.115954 35.1870564),657858,US,Paradise Cove,Chickamauga Lake,"Harrison, TN",United States,,,travel_and_leisure.beach,TN
POINT (-71.4619639 41.8710403),657994,US,Governor Notte Park Beach,1801 Douglas Ave,"North Providence, RI  02904",United States,,,travel_and_leisure.beach,RI
POINT (-122.6829259 48.7157492),661374,US,Sunset Beach,2038 S Nugent Rd,"Lummi Island, WA  98262",United States,,,travel_and_leisure.beach,WA
POINT (-86.2084763 42.6940734),664114,US,Private Shoreline Beach-cooper Creek,3710 Shorewood Dunes Trail,MI  49423,United States,,,travel_and_leisure.beach,MI
POINT (-93.201828 44.9415835),666375,US,Longfellow Beach,"Minneapolis, MN 55406",United States,,,,travel_and_leisure.beach,MN
POINT (-118.5224759 33.4618592),673559,US,Sullivans Beach,"Santa Catalina Island, CA 90704
United States",,,,,travel_and_leisure.beach,CA
POINT (-70.6558471 41.7445853),674974,US,East Blvd. Beach,11 East Blvd,"Onset, MA  02571",United States,,,travel_and_leisure.beach,MA
POINT (-93.6047119 44.7895583),677024,US,Clayhole Beach,3230 Chaska Blvd,"Chaska, MN 55318",United States,,,travel_and_leisure.beach,MN
POINT (-157.9863889 21.3147222),677673,US,Kupaka,Honouliuli,"ʻEwa, Hawaiʻi",,,,travel_and_leisure.beach,HI
POINT (-157.9209759 21.6312555),679526,US,Pahumoa Beach,55-220 Kulanui St,"Laie, HI  96762",United States,,,travel_and_leisure.beach,HI
POINT (-156.8583927 20.8826946),686550,US,Iamo,Kalulu,"Lāhainā, Hawaiʻi",,,,travel_and_leisure.beach,HI
POINT (-122.2765982 47.6351112),691004,US,Madison Park Beach,4201 E Madison St,"Seattle, WA  98112",United States,,,travel_and_leisure.beach,WA
POINT (-70.6686028 41.447759),691018,US,Lamberts Cove Beach,63 Bog House Way,"West Tisbury, MA  02568",United States,,,travel_and_leisure.beach,MA
POINT (-86.5322248 45.7183128),693848,US,Sleeping Bear Dunes Shoreline S Of Esch Rd,Lake Michigan,"Garden, MI",United States,,,travel_and_leisure.beach,MI
POINT (-76.2524206 37.4358011),698758,US,Haven Beach,2846 Haven Beach Rd,"Diggs, VA 23130",United States,,,travel_and_leisure.beach,VA
POINT (-92.0874211 46.7720186),703130,US,Franklin Square/12th Street Beach,1220 S Lake Ave,"Duluth, MN  55802",United States,,,travel_and_leisure.beach,MN
POINT (-71.3172075 43.4768499),704385,US,Sunset Lake Hidden Valley,Red Trail,"Alton Bay, NH  03810",United States,,,travel_and_leisure.beach,NH
POINT (-73.1695145 40.699242),704805,US,West Beach,"East Islip, NY  11730",United States,,,,travel_and_leisure.beach,NY
POINT (-155.9969515 19.820936),708376,US,Kuki'o Beach,"Kailua Kona, HI 96740",United States,,,,travel_and_leisure.beach,HI
POINT (-87.9585836 47.3857328),711535,US,Bete Grise Beach,Bete Gris Rd,"Bete Gris, MI 49950",United States,,,travel_and_leisure.beach,MI
POINT (-155.9993953 19.8182437),716037,US,Kikaua Beach,,,,,,travel_and_leisure.beach,HI
POINT (-120.0708354 34.4627015),722652,US,Refugio State Beach,10 Refugio Beach Rd,"Goleta, CA 93117",United States,,,travel_and_leisure.beach,CA
POINT (-71.3394964 42.6434929),725259,US,Rynne Beach,160 Pawtucket Blvd,"Lowell, MA  01854",United States,,,travel_and_leisure.beach,MA
POINT (-70.121296 41.6552587),727506,US,Raycroft Beach,Raycroft Pkwy,"Dennis Port, MA 02639",United States,,,travel_and_leisure.beach,MA
POINT (-90.6038684 38.2655779),728561,US,Raintree Beach,9538 W Vista Dr,"Hillsboro, MO  63050",United States,,,travel_and_leisure.beach,MO
POINT (-86.3261948 43.2109102),729055,US,Muskegon Beach,"Muskegon, MI  49441",United States,,,,travel_and_leisure.beach,MI
POINT (-65.0405605 18.3526629),731545,US,Mermaids Chair,Saint Thomas,"St. Thomas, United States Virgin Islands",United States,,,travel_and_leisure.beach,PR
POINT (-66.8652615 17.9459655),737452,US,Playa Ballena,"Guánica, PR  00653",United States,,,,travel_and_leisure.beach,PR
POINT (-70.9157685 41.6056321),741380,US,J. Beach,318–324 W Rodney French Blvd,"New Bedford, MA  02744",United States,,,travel_and_leisure.beach,MA
POINT (-64.8430552 17.7638753),746954,US,Annaly Bay,,,,,,travel_and_leisure.beach,PR
POINT (-70.211374 43.6643476),748392,US,West Shore Sandy Beach,40 City View Ave,"Portland, ME  04108",United States,,,travel_and_leisure.beach,ME
POINT (-70.2220988 43.6337495),753080,US,Cliff House Beach,23-61 Sea View Ave,"Cape Elizabeth, ME 04107",United States,,,travel_and_leisure.beach,ME
POINT (-117.7798963 33.5362348),754436,US,St. Ann's Beach,125 St Ann's Dr,"Laguna Beach, CA  92651",United States,,,travel_and_leisure.beach,CA
POINT (-94.7491156 29.3175354),757185,US,Public Beach,1557 Seaside Dr,"Galveston, TX  77550",United States,,,travel_and_leisure.beach,TX
POINT (-69.0082198 44.282213),761382,US,Lincolnville Beach,2509–2515 Atlantic Hwy,"Lincolnville, ME  04849",United States,,,travel_and_leisure.beach,ME
POINT (-71.4725822 43.7821367),764559,US,Sandwich Beach,533 Squam Lake Rd,"Center Sandwich, NH  03227",United States,,,travel_and_leisure.beach,NH
POINT (-89.0705078 30.3717657),764854,US,Gulfport Beach,"Gulfport, MS 39501",United States,,,,travel_and_leisure.beach,MS
POINT (-70.647121 41.6123971),765118,US,Little Island Beach,51 Beach Rd,"Falmouth, MA  02540",United States,,,travel_and_leisure.beach,MA
POINT (-124.5693998 48.3670752),767652,US,Third Beach,,,,,,travel_and_leisure.beach,WA
POINT (-64.9203801 18.3200831),770745,US,Morningstar Beach,5 Estate Bakkeroe,"St. Thomas, United States Virgin Islands  00802",United States,,,travel_and_leisure.beach,PR
POINT (-117.2549987 32.8639981),772580,US,Scripps Beach,8608 Kennel Way,"La Jolla, CA  92037",United States,,,travel_and_leisure.beach,CA
POINT (-94.9718928 29.1812972),776374,US,Jamaica Beach,16607 Jamaica Beach Rd,"Galveston, TX  77554",United States,,,travel_and_leisure.beach,TX
POINT (-157.7331695 21.4001552),784778,US,Flag Poles Beach,78 S Kalaheo Ave,"Kailua, HI  96734",United States,,,travel_and_leisure.beach,HI
POINT (-76.0645828 36.9151526),785895,US,Sea Gate,2728 Ocean Shore Ave,"Virginia Beach, VA  23451",United States,,,travel_and_leisure.beach,VA
POINT (-70.977544 42.251796),787367,US,Mound St Beach,59–99 Mound St,"Quincy, MA  02169",United States,,,travel_and_leisure.beach,MA
POINT (-117.8017158 33.5466788),788364,US,Crescent Bay Beach,,,,,,travel_and_leisure.beach,CA
POINT (-124.3666252 43.3391725),789459,US,Lighthouse Beach,89959 Cape Arago Hwy,"Coos Bay, OR  97420",United States,,,travel_and_leisure.beach,OR
POINT (-72.0601936 42.8609057),789724,US,Shattuck Public Beach,584 Dublin Rd,"Jaffrey, NH  03452",United States,,,travel_and_leisure.beach,NH
POINT (-73.7737607 40.8930131),790062,US,Greentree Club,538 Davenport Ave,"New Rochelle, NY  10805",United States,,,travel_and_leisure.beach,NY
POINT (-87.5001674 44.456335),795166,US,Selner Park Beach,616 Lake St,"Kewaunee, WI  54216",United States,,,travel_and_leisure.beach,WI
POINT (-122.4398655 37.429806),805813,US,Manhattan Beach,Stairs to Canada Verde Beach,"Half Moon Bay, CA  94019",United States,,,travel_and_leisure.beach,CA
POINT (-74.112049 40.5490887),807208,US,Oakwood Beach,Staten Island,NY,United States,,,travel_and_leisure.beach,NJ
POINT (-70.0160321 41.7957216),809571,US,Skaket Beach,15–99 Franz Rd,"Orleans, MA  02653",United States,,,travel_and_leisure.beach,MA
POINT (-65.6513115 18.2006261),809720,US,Playa Blanca,,,,,,travel_and_leisure.beach,PR
POINT (-124.0659456 40.0248532),812041,US,Cove Beach,1176 Lower Pacific Dr,"Whitethorn, CA 95589",United States,,,travel_and_leisure.beach,CA
POINT (-118.4406853 33.9388028),817541,US,Dockweiler State Beach,12000 Vista del Mar,"Playa del Rey, CA 90293",United States,,,travel_and_leisure.beach,CA
POINT (-85.6784913 31.2753155),821803,US,rope swing beach,US-84 E,"Newton, AL  36352",United States,,,travel_and_leisure.beach,AL
POINT (-82.3412037 26.9008582),827110,US,Ski Alley,Peterson Island,FL,United States,,,travel_and_leisure.beach,FL
POINT (134.1449655 6.9191364),827724,US,Elechol Ra Uchul A Kerekar,,,,,,travel_and_leisure.beach,PR
POINT (-88.2901262 46.8199806),833891,US,Private Shoreline Beach-north Of Tawas Point,19038 Collins Rd,"Lanse, MI  49946",United States,,,travel_and_leisure.beach,MI
POINT (-82.59338 27.875918),835827,US,Redneck Riviera,,,,,,travel_and_leisure.beach,FL
POINT (-90.8797925 46.7403109),843356,US,Sioux River Beach South,"Washburn, WI  54891",United States,,,,travel_and_leisure.beach,WI
POINT (-158.0523243 21.6638437),844084,US,Banzai Pipeline,"59-355 Ke Nui Rd
Haleiwa, HI  96712
United States",,,,,travel_and_leisure.beach,HI
POINT (-157.960852 21.319922),846336,US,Fort Kameheha Beach,Nelson Ave,"Honolulu, HI  96818",United States,,,travel_and_leisure.beach,HI
POINT (-95.1038889 43.3816667),846858,US,Kellys Beach,24414 182nd St,"Spirit Lake, IA  51360",United States,,,travel_and_leisure.beach,IA
POINT (-118.3749715 33.7387341),846978,US,East Beach,,,,,,travel_and_leisure.beach,CA
POINT (-71.408901 41.6628514),852692,US,Sandy Point Beach,41 Bradford Ave,"East Greenwich, RI 02818",United States,,,travel_and_leisure.beach,RI
POINT (-70.7545057 42.2270823),857086,US,Surfside Beach,91 Surfside Rd,"Scituate, MA  02066",United States,,,travel_and_leisure.beach,MA
POINT (-75.2418584 44.854188),861787,US,Waddington Beach,352 River Rd,"Waddington, NY  13694",United States,,,travel_and_leisure.beach,NY
POINT (-74.00225 40.212049),862224,US,Ocean Grove Beach,1 Ocean Ave,"Ocean Grove, NJ  07756",United States,,,travel_and_leisure.beach,NJ
POINT (-74.1910374 39.756331),863277,US,Shore Beach,343 Bay Shore Dr,"Barnegat, NJ 08005",United States,,,travel_and_leisure.beach,NJ
POINT (-79.0329788 34.628888),863827,US,Luther Beach,671 Branch St,"Lumberton, NC  28358",United States,,,travel_and_leisure.beach,NC
POINT (-70.6258076 41.458655),867193,US,Hillmans Point,52 Hillman's Point Way,"Vineyard Haven, MA  02568",United States,,,travel_and_leisure.beach,MA
POINT (-69.9658956 41.8498748),878760,US,Breakwater Beach,1353 Nauset Rd,"Eastham, MA  02642",United States,,,travel_and_leisure.beach,MA
POINT (-73.9965441 40.2302481),880259,US,Asbury Park Dog Beach,1738 Ocean Ave,"Asbury Park, NJ  07712",United States,,,travel_and_leisure.beach.dog_beach,NJ
POINT (-85.646903 38.316753),881565,US,Juniper Beach,5317 River Rd,"Louisville, KY  40222",United States,,,travel_and_leisure.beach,KY
POINT (-151.2988017 60.3888721),882724,US,North Kasilof Beach,"Kasilof, AK  99610",United States,,,,travel_and_leisure.beach,AK
