fid,name,latitude,longitude,formatted_address,street_number,route,city,county,state,zip,country,governing_jurisdiction,governing_body,geocode_status,raw_addr1,raw_addr2,raw_addr3,raw_addr4,raw_addr5
2292030,Bruce's Beach,33.8937072,-118.4172106,"Manhattan Beach Strand Parcourse, 2600 The Strand, Manhattan Beach, CA 90266, USA",2600,The Strand,Manhattan Beach,Los Angeles County,California,90266,United States,municipal,City of Manhattan Beach,OK,Marvin Braude Bike Path,"Manhattan Beach, CA  90266",United States,,
2301923,Trancas Beach,34.0333427,-118.8506359,"31064 Broad Beach Rd, Malibu, CA 90265, USA",31064,Broad Beach Road,Western Malibu,Los Angeles County,California,90265,United States,municipal,City of Western Malibu,OK,31100 Broad Beach Rd,"Malibu, CA  90265",United States,,
2347970,Sand Plant Beach,36.9546657,-122.0912592,"XW35+VF Santa Cruz, CA, USA",,,Santa Cruz,Santa Cruz County,California,,United States,municipal,City of Santa Cruz,OK,Wilder Ranch Bluff Trails,"Santa Cruz, CA  95060",United States,,
2355706,Junipero Beach,33.7606952,-118.1569859,"3066 E Ocean Blvd, Long Beach, CA 90803, USA",3066,East Ocean Boulevard,Bluff Park,Los Angeles County,California,90803,United States,municipal,City of Bluff Park,OK,1 Junipero Ave,"Long Beach, CA  90803",United States,,
2358248,Torrey Pines State Beach,32.928157,-117.2598696,"WPHR+73 San Diego, CA, USA",,,San Diego,San Diego County,California,,United States,state,California State Parks,OK,"12600 N. Torrey Pines Road 
San Diego, CA 92037
United States",,,,
2361122,Ross Cove Beach,37.501153,-122.498513,"GG22+FH Moss Beach, CA, USA",,,Moss Beach,San Mateo County,California,,United States,municipal,City of Moss Beach,OK,280 W Point Ave,"Moss Beach, CA  94038",United States,,
2377366,A Street Beach,33.600151,-117.8993645,"50 Main St, Newport Beach, CA 92661, USA",50,Main Street,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,Peninsula Park and Parking Lot-Balboa,"Newport Beach, CA  92661",United States,,
2416948,San Vicente Beach,37.0096266,-122.1942763,"3500 CA-1, Davenport, CA 95017, USA",3500,California 1,Davenport,Santa Cruz County,California,95017,United States,municipal,City of Davenport,OK,Cotoni-Coast Dairies,CA,United States,,
2426674,Kid Beach,33.5984682,-117.8829816,"2200 Channel Rd, Newport Beach, CA 92661, USA",2200,Channel Road,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,2210 Channel Rd,"Newport Beach, CA  92661",United States,,
2431480,Little Point Beach,32.833683,-117.2818337,"7080 Neptune Pl, La Jolla, CA 92037, USA",7080,Neptune Place,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,7080 Neptune Pl,"La Jolla, CA  92037",United States,,
2439387,Samoa Beach,40.8213929,-124.1909873,"127 Sunset Ave, Samoa, CA 95564, USA",127,Sunset Avenue,Samoa,Humboldt County,California,95564,United States,municipal,City of Samoa,OK,New Navy Base Rd,"Samoa, CA  95564",United States,,
2448124,Rockpile Beach,33.5434033,-117.7906503,"Rockpile Beach, Cliff Dr, Laguna Beach, CA 92651, USA",,Cliff Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,400 Cliff Dr,"Laguna Beach, CA 92651",United States,,
2463115,Avalis Beach,38.231624,-122.9815216,"62J9+J9 Dillon Beach, CA, USA",,,Dillon Beach,Marin County,California,,United States,municipal,City of Dillon Beach,OK,"Marin County, CA",United States,,,
2501233,Moonstone Beach,33.388753,-118.3678794,"9JQJ+GR Avalon, CA, USA",,,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,,,,,
2502285,Button Shell Beach,33.4050472,-118.3690352,"CJ4J+29 Avalon, CA, USA",,,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,Santa Catalina Island,CA 90704,United States,,
2533337,Huntington State Beach,33.6384539,-117.9750109,"Lifeguard Hut Tower No. 8, Huntington State Beach, 21601 Pacific Coast Hwy, Huntington Beach, CA 92646, USA",21601,Pacific Coast Highway,Huntington Beach,Orange County,California,92646,United States,state,California State Parks,OK,"21601 Pacific Coast Hwy
Huntington Beach, CA  92646
United States",,,,
2541400,Boomer Beach,32.8486542,-117.2763115,"949 Coast Blvd, La Jolla, CA 92037, USA",949,Coast Boulevard,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,1160 Coast Blvd,"La Jolla, CA 92037",United States,,
2546878,Bolsa Chica State Beach,33.6962577,-118.0489862,"17851 Pacific Coast Hwy, Huntington Beach, CA 92649, USA",17851,Pacific Coast Highway,Huntington Beach,Orange County,California,92649,United States,state,California State Parks,OK,17851 Pacific Coast Hwy,"Huntington Beach, CA 92649",United States,,
2576116,North Ponto Beach,33.114258,-117.324487,"6039-6325 Carlsbad Blvd, Carlsbad, CA 92008, USA",6039-6325,Carlsbad Boulevard,Carlsbad,San Diego County,California,92008,United States,municipal,City of Carlsbad,OK,San Diego County Coastal Bike Rte N,"Carlsbad, CA  92008",United States,,
2617546,Anchor Bay Beach,38.7936973,-123.5656357,"36450 CA-1, Gualala, CA 95445, USA",36450,California 1,Gualala,Mendocino County,California,95445,United States,municipal,City of Gualala,OK,36450 Shoreline Hwy,"Gualala, CA  95445",United States,,
2620068,Garbage Beach,32.717365,-117.255947,"701 Cornish Dr, San Diego, CA 92107, USA",701,Cornish Drive,Wooded Area,San Diego County,California,92107,United States,municipal,City of Wooded Area,OK,Ladera St & Sunset Cliffs Blvd,"San Diego, CA  92107",United States,,
2649621,Mission Bay Bike Path,32.7726307,-117.24961,"3218 Bayside Ln, San Diego, CA 92109, USA",3218,Bayside Lane,Mission Beach,San Diego County,California,92109,United States,municipal,City of Mission Beach,OK,3220 Bayside Walk,"San Diego, CA  92109",United States,,
2655527,Campbell Cove,38.3048685,-123.0572142,"8W3V+W4 Bodega Bay, CA, USA",,,Bodega Bay,Sonoma County,California,,United States,municipal,City of Bodega Bay,OK,"Bodega Bay, CA",United States,,,
2664613,Point Dume State Beach,34.003811,-118.8103002,"7150 Westward Beach Rd, Malibu, CA 90265, USA",7150,Westward Beach Road,Central Malibu,Los Angeles County,California,90265,United States,state,California State Parks,OK,6800 Westward Beach Rd,"Malibu, CA  90265",United States,,
2667696,Ormond Beach,34.1197721,-119.1588897,"4R9R+WC Oxnard, CA, USA",,,Oxnard,Ventura County,California,,United States,municipal,City of Oxnard,OK,6859 Arnold Rd,"Oxnard, CA  93033",United States,,
2679561,Whispering Sands Beach,32.8391581,-117.2818154,"100 Coast Blvd, La Jolla, CA 92037, USA",100,Coast Boulevard,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,202 Coast Blvd,"La Jolla, CA 92037",United States,,
2691146,Hamilton Beach,33.35368,-118.3298287,"9M3C+F3 Avalon, CA, USA",,,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,80 Playa Azul,"Avalon, CA  90704",United States,,
2732000,North Beach,34.7543069,-117.3442465,"27722 Lakeview Dr, Helendale, CA 92342, USA",27722,Lakeview Drive,Helendale,San Bernardino County,California,92342,United States,municipal,City of Helendale,OK,27722 Lakeview Dr,"Helendale, CA  92342",United States,,
2732905,The Esplanade Public Coastal Access,32.7285647,-117.2099617,"4300 N Harbor Dr, San Diego, CA 92101, USA",4300,North Harbor Drive,Point Loma,San Diego County,California,92101,United States,municipal,City of Point Loma,OK,4461 N Harbor Dr,"San Diego, CA  92101",United States,,
2734793,Big Bird's Beach,32.5873404,-117.0107804,"2052 Entertainment Cir, Chula Vista, CA 91911, USA",2052,Entertainment Circle,Chula Vista,San Diego County,California,91911,United States,municipal,City of Chula Vista,OK,2052 Entertainment Cir,"Chula Vista, CA  91911",United States,,
2749283,South Beach,33.3430817,-118.3246597,"519 Crescent Ave, Avalon, CA 90704, USA",519,Crescent Avenue,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,501 Crescent Ave,"Avalon, CA  90704",United States,,
2756165,South Oceanside Beach,33.1723135,-117.3652337,"1821 S Pacific St, Oceanside, CA 92054, USA",1821,South Pacific Street,South Oceanside,San Diego County,California,92054,United States,municipal,City of South Oceanside,OK,1700 S Pacific St,"Oceanside, CA 92054",United States,,
2759181,Padaro Lane,34.4148617,-119.5668972,"3248 Beach Club Rd, Carpinteria, CA 93013, USA",3248,Beach Club Road,Carpinteria,Santa Barbara County,California,93013,United States,municipal,City of Carpinteria,OK,3248 Beach Club Rd,"Toro Canyon, CA  93013",United States,,
2801898,Lifeguard Tower 30,33.1462921,-117.3448098,"3906 Carlsbad Blvd, Carlsbad, CA 92008, USA",3906,Carlsbad Boulevard,Carlsbad Village,San Diego County,California,92008,United States,municipal,City of Carlsbad Village,OK,3951–3979 Carlsbad Blvd,"Carlsbad, CA  92008",United States,,
2807493,Sycamore Cove Beach,34.0700714,-119.0130204,"9000 Pacific Coast Hwy, Malibu, CA 90265, USA",9000,Pacific Coast Highway,Malibu,Ventura County,California,90265,United States,municipal,City of Malibu,OK,9000 Pacific Coast Hwy,"Malibu, CA 90265",United States,,
2811408,Speedboat Beach,39.2231009,-120.0083444,"9898 Lake St, Kings Beach, CA 96143, USA",9898,Lake Street,Kings Beach,Placer County,California,96143,United States,municipal,City of Kings Beach,OK,,,,,
2814885,Burlingame Beach Boardwalk,37.5920404,-122.3461235,"198 Anza Blvd, Burlingame, CA 94010, USA",198,Anza Boulevard,Burlingame,San Mateo County,California,94010,United States,municipal,City of Burlingame,OK,150 Anza Blvd,"Burlingame, CA  94010",United States,,
2818493,Cliffs Beach,37.0523474,-122.2429513,"3Q24+WR Swanton, CA, USA",,,Swanton,Santa Cruz County,California,95017,United States,municipal,City of Swanton,OK,CA-1,"Davenport, CA  95017",United States,,
2823508,Stillwater Cove Beach,36.5657755,-121.9408339,"3221 Whitman Pl, Pebble Beach, CA 93953, USA",3221,Whitman Place,Pebble Beach,Monterey County,California,93953,United States,municipal,City of Pebble Beach,OK,Stillwater Cove Beach,"Pebble Beach, CA  93953",United States,,
2841061,Redwood Creek Beach,41.285939,-124.092819,"7WP4+9V Orick, CA, USA",,,Orick,Humboldt County,California,,United States,municipal,City of Orick,OK,Kuchel Visitor Center Access,"Trinidad, CA 95570",United States,,
2855498,"Huntington Beach, Tower 17",33.6481987,-117.9904961,"Huntington City Lifeguards, 21579 Pacific Coast Hwy, Huntington Beach, CA 92648, USA",21579,Pacific Coast Highway,Huntington Beach,Orange County,California,92648,United States,municipal,City of Huntington Beach,OK,Huntington Beach Bike Trail,"Huntington Beach, CA  92648",United States,,
2864146,Sunny Cove Beach,36.96054,-121.9894785,"275 Geoffroy Dr, Santa Cruz, CA 95062, USA",275,Geoffroy Drive,Santa Cruz,Santa Cruz County,California,95062,United States,municipal,City of Santa Cruz,OK,179 Sunny Cove Dr,"Twin Lakes, CA  95062",United States,,
2897812,Pigeon Point Beach,37.1872536,-122.3968046,"5JP3+W7 Pescadero, CA, USA",,,Pescadero,San Mateo County,California,,United States,municipal,City of Pescadero,OK,7037 Cabrillo Hwy,"Pescadero, CA  94060",United States,,
2898958,San Carlos Beach,36.6100473,-121.8956669,"San Carlos Beach Park, 100 Reeside Ave, Monterey, CA 93940, USA",100,Reeside Avenue,Monterey,Monterey County,California,93940,United States,municipal,City of Monterey,OK,329 Cannery Row,"Monterey, CA  93940",United States,,
2901323,Willow Cove Beach,33.3776304,-118.3563886,"9JHV+3C Avalon, CA, USA",,,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,Northeast Shore,"Avalon, CA 90704",,,
2929625,Seal Beach Old Town,33.7355317,-118.1090207,"PVPR+69 Old Towne, Seal Beach, CA, USA",,,Old Towne,Orange County,California,90740,United States,municipal,City of Old Towne,OK,Main St & Pacific Coast Hwy,"Seal Beach, CA  90740",United States,,
2952274,Danburg Beach,38.015,-119.1358333,"2V77+XM Mono City, CA, USA",,,Mono City,Mono County,California,93541,United States,municipal,City of Mono City,OK,"Lee Vining, CA 93541",United States,,,
2982253,Horny Corner Beach,33.7549235,-118.1319737,"45 54th Pl, Long Beach, CA 90803, USA",45,54th Place,Belmont Shore,Los Angeles County,California,90803,United States,municipal,City of Belmont Shore,OK,57 Bay Shore Ave,"Long Beach, CA  90803",United States,,
3064688,Greenwood State Beach,39.1273619,-123.7174602,"6190 Shoreline Hwy, Elk, CA 95432, USA",6190,Shoreline Highway,Elk,Mendocino County,California,95432,United States,state,California State Parks,OK,6150 Highway 1,"Elk, CA 95432",United States,,
3065514,Tennessee Beach,37.842129,-122.551753,"RCRX+V7 Tamalpais-Homestead Valley, CA, USA",,,Tamalpais-Homestead Valley,Marin County,California,94941,United States,municipal,City of Tamalpais-Homestead Valley,OK,Tennessee Valley Rd,"Sausalito, CA  94965",United States,,
3065700,Frenchys Cove Beach,34.0071456,-119.4110377,85622H4Q+VH,,,,,,,,municipal,,OK,,,,,
3086299,Del Mar Beaches,32.9628385,-117.268611,"1728 Ocean Front, Del Mar, CA 92014, USA",1728,Ocean Front,Del Mar,San Diego County,California,92014,United States,municipal,City of Del Mar,OK,,,,,
3088652,Howland's Landing,33.4617867,-118.5227614,"100 Howland Landing, Avalon, CA 90704, USA",100,Howland Landing,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,Santa Catalina Island,CA,United States,,
3089995,Marina Peninsula Beach,33.9675802,-118.4599009,"XG9R+22 Los Angeles, CA, USA",,,Los Angeles,Los Angeles County,California,,United States,municipal,City of Los Angeles,OK,Pacific Avenue and Via Marina,"Marina del Rey, CA 90292",United States,,
3094675,South Beach,37.08,-121.0580556,"3WHR+JQ, Santa Nella, CA 95322, USA",,,Santa Nella,Merced County,California,95322,United States,municipal,City of Santa Nella,OK,"Gustine, CA  95322",United States,,,
3165623,Carlsbad City Beach,33.1580242,-117.3539585,"Grand Ave Beach Access, 2901 Ocean St, Carlsbad, CA 92008, USA",2901,Ocean Street,Carlsbad Village,San Diego County,California,92008,United States,municipal,City of Carlsbad Village,OK,"Ocean St and Grand Avenue
Carlsbad, CA 92008
United States",,,,
3168729,Sand Dollar Beach,32.5853763,-117.1326238,"634 Ocean Ln, Imperial Beach, CA 91932, USA",634,Ocean Lane,Imperial Beach,San Diego County,California,91932,United States,municipal,City of Imperial Beach,OK,630 Ocean Ln,"Imperial Beach, CA  91932",United States,,
3193741,Gallagher Beach,33.3699906,-118.3481423,"9M92+XP Avalon, CA, USA",,,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,,,,,
3220163,The Wedge,33.593265,-117.8811684,"West Jetty, Newport Beach, CA, USA",,,Newport Beach,Orange County,California,,United States,municipal,City of Newport Beach,OK,,,,,
3222157,Usmc Camp Pendleton,33.223178,-117.4098927,"6HFR+72 Camp Pendleton South, CA, USA",,,Camp Pendleton South,San Diego County,California,92058,United States,municipal,City of Camp Pendleton South,OK,"Oceanside, CA  92054",United States,,,
3259415,Alan P Sieroty Beach,38.1076104,-122.8420284,"4555+25 Millerton, CA, USA",,,Millerton,Marin County,California,94956,United States,municipal,City of Millerton,OK,CA-1,"Point Reyes Station, CA  94956",United States,,
3265951,Abalone Cove Beach,33.74163,-118.379083,"Palos Verdes Dr S - Wayfarers Chapel Site, Rancho Palos Verdes, CA 90275, USA",,,Rancho Palos Verdes,Los Angeles County,California,90275,United States,municipal,City of Rancho Palos Verdes,OK,5052 Palos Verdes Dr S,"Rancho Palos Verdes, CA  90275",United States,,
3271954,Hanna Beach,34.0525326,-118.9623675,"42398 CA-1, Malibu, CA 90265, USA",42398,California 1,Malibu,Ventura County,California,90265,United States,municipal,City of Malibu,OK,42501–42585 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
3276472,Playa San Juan Leighton,34.0383274,-118.8817458,"32434 Pacific Coast Hwy, Malibu, CA 90265, USA",32434,Pacific Coast Highway,Western Malibu,Los Angeles County,California,90265,United States,municipal,City of Western Malibu,OK,32422 Pacific Coast Hwy,"Malibu, CA 90265",United States,,
3283589,Kings Beach,39.2383327,-120.0278954,"8230 Rainbow Ave, Kings Beach, CA 96143, USA",8230,Rainbow Avenue,Kings Beach,Placer County,California,96143,United States,municipal,City of Kings Beach,OK,8230 Rainbow Ave,"Kings Beach, CA  96143",United States,,
3313096,Carmel Meadows Beach,36.5306409,-121.9245763,"Carmel Meadows, 2575 Ribera Rd, Carmel, CA 93923, USA",2575,Ribera Road,Carmel,Monterey County,California,93923,United States,municipal,City of Carmel,OK,,,,,
3317645,Picnic Beach,33.5440958,-117.7931229,"Picnic Beach, 499 Cliff Dr, Laguna Beach, CA 92651, USA",499,Cliff Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,499 Cliff Dr,"Laguna Beach, CA  92651",United States,,
3322659,Houghton M. Roberts Beach,36.610009,-121.8607571,"2600 Sand Dunes Dr, Monterey, CA 93940, USA",2600,Sand Dunes Drive,Monterey,Monterey County,California,93940,United States,municipal,City of Monterey,OK,Sand Dunes Dr,"Monterey, CA 93940",United States,,
3325337,NBVC Point Mugu Beach,34.0997578,-119.1010748,"4V2X+36, NAS Point Mugu, CA 93042, USA",,,Naval Air Station Point Mugu,Ventura County,California,93042,United States,municipal,City of Naval Air Station Point Mugu,OK,Beach Rd,"Oxnard, CA  93033",United States,,
3365449,Riviera Beach Plaza,33.7645664,-118.1824557,"780 W Shoreline Dr, Long Beach, CA 90802, USA",780,West Shoreline Drive,Alamitos Beach,Los Angeles County,California,90802,United States,municipal,City of Alamitos Beach,OK,380 Beach Access Rd,"Long Beach, CA  90802",United States,,
